url,location,latitude,longitude,postalCode,walkScore,propertyType,style,yearBuilt,bedrooms,bathrooms,parking,garage,lotDepth,lotFrontage,price
https://www.zolo.ca/ottawa-real-estate/196-provender-avenue,"196+Provender+Avenue,Cfb+Area+Ottawa",45.4491238,-75.6293824,K1K 4N7,50,Residential,Row Unit,1992,3,2,3,1,36,5.94,"369,900"
https://www.zolo.ca/ottawa-real-estate/744-ludgate-court,"744+Ludgate+Court,Beaconwood+Ottawa",45.4502572,-75.6045062,K1J 8L1,32,Residential,Detached,1975,5,5,6,2,30.48,25.91,"849,900"
https://www.zolo.ca/ottawa-real-estate/40-langholm-crescent,"40+Langholm+Crescent,Barrhaven;+Pheasant+Run+Ottawa",45.2795955,-75.7706764,K2J 1H2,24,Residential,Detached,1971,4,3,4,2,30.48,24.08,"675,000"
https://www.zolo.ca/ottawa-real-estate/1387-talcy-crescent,"1387+Talcy+Crescent,Fallingbrook+Ottawa",45.4870828,-75.477285,K4A 3C4,28,Residential,Detached,1990,4,4,4,2,30.75,15.35,"799,900"
https://www.zolo.ca/ottawa-real-estate/96-jolliet-avenue,"96+Jolliet+Avenue,Vanier+Ottawa",45.4424514,-75.6666239,K1L 5H2,67,Multifamily,,1956,,,6,1,30.48,12.19,"375,000"
https://www.zolo.ca/ottawa-real-estate/136-darlington-private/504,"504+-+136+Darlington+Private,Ottawa",45.3526645,-75.6681733,K1V 0X8,23,Residential,Apartment,2005,2,2,1,1,0,0,"495,000"
https://www.zolo.ca/ottawa-real-estate/1903-broadmoor-avenue,"1903+Broadmoor+Avenue,Faircrest+Heights+Ottawa",45.3977874,-75.6535321,K1H 5B3,26,Residential,Detached,2008,2,4,8,2,38.1,24.38,"1,750,000"
https://www.zolo.ca/ottawa-real-estate/10d-offenbach-lane,"10+Offenbach+Lane,Centrepointe+Ottawa",45.3434655,-75.7771124,K2G 4Z4,23,Residential,Row Unit,1987,3,2,2,1,0,0,"388,000"
https://www.zolo.ca/ottawa-real-estate/1955-montclair-avenue,"1955+Montclair+Avenue,Chapel+Hill+South+Ottawa",45.4392884,-75.5335391,K1W 1H9,6,Residential,Detached,1998,4,4,6,2,35.54,11.61,"819,900"
https://www.zolo.ca/ottawa-real-estate/200-winterfell-private/405,"405+-+200+Winterfell+Private,Hunt+Club+Ottawa",45.372864,-75.6232838,K1G 4J1,33,Residential,Apartment,2016,2,2,2,1,0,0,"439,900"
https://www.zolo.ca/ottawa-real-estate/77-peacock-crescent,"77+Peacock+Crescent,Cedargrove+Fraserdale+Ottawa",45.2682974,-75.7698707,K2J 3N6,24,Residential,Detached,1988,3,2,3,1,31.89,9.22,"449,900"
https://www.zolo.ca/ottawa-real-estate/1858-la-chapelle-street,"1858+La+Chapelle+Street,Chapel+Hill+Ottawa",45.4445157,-75.5365332,K1C 6A6,19,Residential,Detached,1986,4,4,6,2,34.49,13,"649,888"
https://www.zolo.ca/ottawa-real-estate/354-gladstone-avenue/323,"323+-+354+Gladstone+Avenue,Centre+Town+Ottawa",45.4132769,-75.6912769,K2P 0R4,94,Residential,Apartment,2012,1,1,0,0,0,0,"360,000"
https://www.zolo.ca/ottawa-real-estate/165-destiny-private,"165+Destiny+Private,Fallingbrook+Ottawa",45.4738164,-75.4577534,K4A 0K6,40,Residential,Row Unit,2007,3,4,3,1,35.52,3.31,"459,000"
https://www.zolo.ca/ottawa-real-estate/656-churchill-avenue-north,"656+Churchill+Avenue,Ottawa-carleton+Ottawa",45.383632,-75.7490143,K1Z 5G1,66,Residential,Detached,1989,4,4,2,1,30.48,7.92,"849,000"
https://www.zolo.ca/ottawa-real-estate/19-squashberry-lane,"19+Squashberry+Lane,Emerald+Meadows+Ottawa",45.2812632,-75.8893868,K2V 0K1,4,Residential,Row Unit,2019,3,2,3,1,13.5,8.03,"399,900"
https://www.zolo.ca/ottawa-real-estate/1366-tintern-drive,"1366+Tintern+Drive,Greely+Ottawa",45.252876,-75.5879709,K4P 1E4,2,Residential,Detached,1986,4,2,6,1,48.12,42.5,"599,000"
https://www.zolo.ca/ottawa-real-estate/751-courtenay-avenue,"751+Courtenay+Avenue,Laurentianview+Ottawa",45.37585,-75.763416,K2A 3B9,65,Residential,Detached,2018,6,5,4,2,30.48,15.24,"2,145,000"
https://www.zolo.ca/ottawa-real-estate/1466-launay-avenue,"1466+Launay+Avenue,Fallingbrook/pineridge+Ottawa",45.4811927,-75.475061,K4A 3S1,38,Residential,Row Unit,1994,3,3,3,1,32.49,6.1,"399,900"
https://www.zolo.ca/ottawa-real-estate/255-bay-street,"255+Bay+Street,Ottawa+Centre+Ottawa",45.4153695,-75.7037667,K1R 0C5,90,Residential,Apartment,2016,0,1,0,0,0,0,"274,900"
https://www.zolo.ca/ottawa-real-estate/22-lennon-drive,"22+Lennon+Drive,Cedardale+Ottawa",45.3202545,-75.6916614,K1V 1G9,11,Residential,Detached,1961,4,5,12,6,36.58,38.1,"2,299,000"
https://www.zolo.ca/ottawa-real-estate/63-jardin-private,"63+Jardin+Private,Manor+Park+Ottawa",45.4517456,-75.652084,K1K 4W1,56,Residential,Row Unit,2001,3,3,2,1,0,13.4,"674,900"
https://www.zolo.ca/ottawa-real-estate/1129-rocky-harbour-crescent,"1129+Rocky+Harbour+Crescent,Riverside+South+Ottawa",45.2825235,-75.68085,K4M 1H1,4,Residential,Detached,2001,3,3,4,2,32,10.75,"599,000"
https://www.zolo.ca/ottawa-real-estate/73-bellman-drive,"73+Bellman+Drive,Arlington+Woods+Ottawa",45.3262471,-75.780553,K2H 8S4,55,Residential,Row Unit,1976,3,3,1,0,0,0,"349,900"
https://www.zolo.ca/ottawa-real-estate/267-kirchoffer-avenue,"267+Kirchoffer+Avenue,Westboro+-+West+Ottawa",45.3956506,-75.7593182,K2A 1Y1,61,Residential,Semi Detached,2012,4,3,4,1,30.6,6.54,"1,750,000"
https://www.zolo.ca/ottawa-real-estate/269-black-sage-crescent,"269+Black+Sage+Crescent,Riverside+South+Ottawa",45.2840709,-75.6749608,K1V 2J8,4,Residential,Detached,2010,4,4,2,2,33,10.75,"799,000"
https://www.zolo.ca/ottawa-real-estate/3105-carling-avenue/905,"905+-+3105+Carling+Avenue,Bayshore+Ottawa",45.3531221,-75.810683,K2H 5A6,60,Residential,Apartment,1996,3,2,1,1,0,0,"699,900"
https://www.zolo.ca/ottawa-real-estate/255-bay-street/204,"204+-+255+Bay+Street,Centretown+Ottawa",45.4164458,-75.7053001,K1R 0C5,92,Residential,Apartment,2016,1,1,1,1,0,0,"410,000"
https://www.zolo.ca/ottawa-real-estate/300-lisgar-street/611,"611+-+300+Lisgar+Street,Centre+Town+Ottawa",45.4168584,-75.6964804,K2P 0E2,97,Residential,Apartment,2013,1,1,0,0,0,0,"319,900"
https://www.zolo.ca/ottawa-real-estate/79-jenscott-private,"79+Jenscott+Private,Central+Park+Ottawa",45.3642324,-75.740834,K2C 0E4,45,Residential,Row Unit,2009,3,4,2,1,23.8,4.57,"488,800"
https://www.zolo.ca/ottawa-real-estate/630-rowers-way,"630+Rowers+Way,Riverside+South+Ottawa",45.2691369,-75.6781377,K1X 0C5,1,Residential,Row Unit,2019,3,3,6,2,0,10.71,"648,800"
https://www.zolo.ca/ottawa-real-estate/81-king-street,"81+King+Street,Richmond+Ottawa",45.1905519,-75.8270036,K0A 2Z0,2,Residential,Detached,1969,4,2,8,2,64.92,21.64,"424,900"
https://www.zolo.ca/ottawa-real-estate/146-daly-avenue,"146+Daly+Avenue,Sandy+Hill+Ottawa",45.4273102,-75.6848316,K1N 0B2,94,Residential,Apartment,2014,1,2,0,0,0,0,"409,000"
https://www.zolo.ca/ottawa-real-estate/2053-scully-way,"2053+Scully+Way,Ottawa",45.4712658,-75.4571227,K4A 4L9,52,Residential,Row Unit,2002,3,2,3,1,34.75,5.49,"398,000"
https://www.zolo.ca/ottawa-real-estate/1536-queensdale-avenue,"1536+Queensdale+Avenue,Blossom+Park+Ottawa",45.3448933,-75.6313424,K1T 1R7,40,Residential,Row Unit,1977,3,3,2,1,0,0,"349,000"
https://www.zolo.ca/ottawa-real-estate/134-york-street/602,"602+-+134+York+Street,Lower+Town+Ottawa",45.4293706,-75.6895531,K1N 1K8,97,Residential,Apartment,2005,2,2,1,1,0,0,"434,900"
https://www.zolo.ca/ottawa-real-estate/74-cambior-crescent,"74+Cambior+Crescent,Kanata+Lakes+Ottawa",45.3143467,-75.9301273,K2T 1J4,22,Residential,Detached,2002,4,4,6,2,36.58,15.24,"1,090,000"
https://www.zolo.ca/ottawa-real-estate/224-lyon-street/313,"313+-+224+Lyon+Street,Centre+Town+Ottawa",45.414277,-75.701195,K1R 0C1,92,Residential,Apartment,2015,1,1,0,0,0,0,"345,000"
https://www.zolo.ca/ottawa-real-estate/6834-mitch-owens-road,"6834+Mitch+Owens+Road,Greely+Ottawa",45.2729427,-75.5852759,K4P 1M6,1,Residential,Detached,1971,3,2,6,1,45.72,30.48,"399,000"
https://www.zolo.ca/ottawa-real-estate/340-mcleod-street/442,"442+-+340+Mcleod+Street,Centre+Town+Ottawa",45.4101166,-75.6959346,K2P 1A9,94,Residential,Apartment,2014,0,1,0,0,0,0,"305,000"
https://www.zolo.ca/ottawa-real-estate/354-cooper-street,"354+Cooper+Street,Center+Town+Ottawa",45.4166121,-75.6951316,K2P 0G8,97,Residential,Detached,1900,4,3,3,0,22.78,12.18,"1,695,000"
https://www.zolo.ca/ottawa-real-estate/1546-featherston-drive,"1546+Featherston+Drive,Guildwood+Estates+Ottawa",45.386317,-75.6518977,K1H 6P2,32,Residential,Detached,1968,6,4,6,2,30.48,24.55,"999,900"
https://www.zolo.ca/ottawa-real-estate/281-duncairn-avenue,"281+Duncairn+Avenue,Westboro+Ottawa",45.3859824,-75.7471691,K1Z 7H1,65,Residential,Detached,1987,3,3,3,1,32.82,10.21,"749,900"
https://www.zolo.ca/ottawa-real-estate/28-aveia-private,"28+Aveia+Private,Springridge+West+Ottawa",45.4912007,-75.4723603,K4A 0X1,13,Residential,Row Unit,2013,2,3,2,1,16.13,8.71,"439,900"
https://www.zolo.ca/ottawa-real-estate/2020-jasmine-crescent/1113,"1113+-+2020+Jasmine+Crescent,Ottawa",45.4398684,-75.5936621,K1J 8K5,38,Residential,Apartment,1974,2,1,1,0,0,0,"180,000"
https://www.zolo.ca/ottawa-real-estate/364-cooper-street/206,"206+-+364+Cooper+Street,Centretown+Ottawa",45.4185377,-75.6909355,K2P 2P3,97,Residential,Apartment,2002,1,1,1,0,0,0,"450,000"
https://www.zolo.ca/ottawa-real-estate/199-kent-street/206,"206+-+199+Kent+Street,Centre+Town+Ottawa",45.4169113,-75.7007603,K2P 2K8,97,Residential,Apartment,1986,2,1,0,0,0,0,"379,900"
https://www.zolo.ca/ottawa-real-estate/11-burnbrook-crescent,"11+Burnbrook+Crescent,Crystal+Beach+Ottawa",45.3478118,-75.8247854,K2H 9A6,10,Residential,Detached,1982,4,3,8,2,0,13.3,"825,000"
https://www.zolo.ca/ottawa-real-estate/612-tourelle-drive,"612+Tourelle+Drive,Fallingbrook+Ottawa",45.4689744,-75.4820485,K4A 3H4,47,Residential,Detached,1990,3,4,6,2,32.89,10.76,"499,900"
https://www.zolo.ca/ottawa-real-estate/234-queen-elizabeth-drive,"234+Queen+Elizabeth+Drive,Glebe+Ottawa",45.4094911,-75.6832644,K1S 3M4,82,Residential,Detached,1933,5,4,3,1,26.01,15.65,"1,699,000"
https://www.zolo.ca/ottawa-real-estate/57-hampton-avenue,"57+Hampton+Avenue,Wellington+Village+Ottawa",45.3966343,-75.7366448,K1Y 0N1,85,Residential,Detached,,5,4,3,0,29.26,15.24,"1,585,000"
https://www.zolo.ca/ottawa-real-estate/3333-mccarthy-road/14,"14+-+3333+Mccarthy+Road,Hunt+Club+Ottawa",45.354222,-75.6730132,K1V 9X5,46,Residential,Row Unit,1985,3,2,1,0,0,0,"333,000"
https://www.zolo.ca/ottawa-real-estate/9-amberly-place,"9+Amberly+Place,Rothwell+Heights+Ottawa",45.4492367,-75.6146886,K1J 7J9,33,Residential,Detached,1951,5,3,4,1,60.96,22.86,"799,900"
https://www.zolo.ca/ottawa-real-estate/179-metcalfe-street/2404,"2404+-+179+Metcalfe+Street,Centre+Town+Ottawa",45.4189118,-75.693733,K2P 0W1,97,Residential,Apartment,2015,1,1,1,1,0,0,"500,000"
https://www.zolo.ca/ottawa-real-estate/1705-playfair-drive/1112,"1112+-+1705+Playfair+Drive,Alta+Vista+Ottawa",45.3892426,-75.6492091,K1H 8P6,28,Residential,Apartment,1989,2,2,1,1,0,0,"299,000"
https://www.zolo.ca/ottawa-real-estate/35-holland-avenue/311,"311+-+35+Holland+Avenue,Ottawa+West+Ottawa",45.3953419,-75.7293135,K1Y 4S2,91,Residential,Apartment,1988,2,2,1,0,0,0,"389,900"
https://www.zolo.ca/ottawa-real-estate/60-armadale-crescent,"60+Armadale+Crescent,Cedargrove+Ottawa",45.2644252,-75.7700241,K2J 3Z3,29,Residential,Row Unit,1989,3,3,3,1,39.64,9.2,"489,900"
https://www.zolo.ca/ottawa-real-estate/3795-chapel-street,"380+Chapel+Street,Sandy+Hill+Ottawa",45.4246465,-75.6760346,K1N 7Z5,78,Residential,Semi Detached,,2,2,1,0,30.48,4.78,"549,900"
https://www.zolo.ca/ottawa-real-estate/179-metcalfe-street/2302,"2302+-+179+Metcalfe+Street,Ottawa+Centre+Ottawa",45.4189118,-75.693733,K2P 0W1,97,Residential,Apartment,2014,1,1,1,1,0,0,"489,900"
https://www.zolo.ca/ottawa-real-estate/48-furlong-crescent,"48+Furlong+Crescent,Bridlewood+Ottawa",45.2893225,-75.8523747,K2M 2H9,32,Residential,Row Unit,1992,3,3,5,1,38.72,4.54,"489,900"
https://www.zolo.ca/ottawa-real-estate/360-mcleod-street/909,"909+-+360+Mcleod+Street,Centre+Town+Ottawa",45.4113856,-75.6928038,K2P 1A9,94,Residential,Apartment,2014,1,2,1,1,0,0,"465,000"
https://www.zolo.ca/ottawa-real-estate/300-lett-street/209,"209+-+300+Lett+Street,West+Centre+Town+Ottawa",45.4169111,-75.7129526,K1R 0B8,62,Residential,Apartment,2015,1,1,0,0,0,0,"349,900"
https://www.zolo.ca/ottawa-real-estate/635-donat-street,"635+Donat+Street,Castle+Heights+Ottawa",45.4380246,-75.6516536,K1K 3L8,67,Residential,Detached,1960,3,2,12,1,32.87,15.24,"550,000"
https://www.zolo.ca/ottawa-real-estate/1790-belval-crescent,"1790+Belval+Crescent,Sunridge+Ottawa",45.4606249,-75.5147614,K1C 6J5,23,Residential,Detached,1987,3,3,5,1,30.5,9.9,"549,900"
https://www.zolo.ca/ottawa-real-estate/2202-elder-street,"2202+Elder+Street,Woodroffe/river+Parkway+Ottawa",45.3789105,-75.7773441,K2B 6N1,45,Residential,Detached,,3,4,6,2,23.86,16.77,"1,350,000"
https://www.zolo.ca/ottawa-real-estate/4-sherbrooke-avenue/3,"3+-+4+Sherbrooke+Avenue,Hintonburg+Ottawa",45.4025442,-75.7256725,K1Y 1R7,89,Residential,Row Unit,2008,2,1,1,0,0,0,"499,990"
https://www.zolo.ca/ottawa-real-estate/704-brierwood-avenue,"704+Brierwood+Avenue,Westboro+Ottawa",45.3800738,-75.754327,K2A 2J2,75,Residential,Detached,2000,4,4,6,2,34.85,29.91,"1,589,000"
https://www.zolo.ca/ottawa-real-estate/6103-heritage-park-crescent,"6103+Heritage+Park+Crescent,Chapen+Hill+Ottawa",45.4514115,-75.5335171,K1C 7G6,29,Residential,Row Unit,1991,3,3,2,1,0,0,"399,000"
https://www.zolo.ca/ottawa-real-estate/134-conifer-creek-circle,"134+Conifer+Creek+Circle,Monahan+Landing+Ottawa",45.2768092,-75.8375583,K2R 1G9,9,Residential,Row Unit,2017,3,3,2,1,25,9.75,"499,999"
https://www.zolo.ca/ottawa-real-estate/100-quinterra-court,"100+Quinterra+Court,Quinterra+Ottawa",45.3400599,-75.6928724,K1V 1K9,35,Residential,Row Unit,1997,2,2,6,2,41.32,11.65,"599,900"
https://www.zolo.ca/ottawa-real-estate/110-forward-avenue/408,"408+-+110+Forward+Avenue,Mechanicsville+Ottawa",45.4087461,-75.7330165,K1Y 4S9,49,Residential,Apartment,1988,1,1,0,0,0,0,"239,900"
https://www.zolo.ca/ottawa-real-estate/120-grant-carman-drive/1211,"1211+-+120+Grant+Carman+Drive,Borden+Farm+Carleton+Heights+Ottawa",45.3473667,-75.7279491,K2E 1C8,68,Residential,Apartment,2006,2,2,1,1,0,0,"445,000"
https://www.zolo.ca/ottawa-real-estate/75-belmont-avenue,"75+Belmont+Avenue,Rideau+Gardens+Ottawa",45.3949385,-75.6771422,K1S 0V2,67,Residential,Detached,1945,4,4,2,0,24.69,10.06,"1,195,000"
https://www.zolo.ca/ottawa-real-estate/195-holmwood-avenue,"195+Holmwood+Avenue,The+Glebe+Ottawa",45.3988551,-75.6892638,K1S 2P3,86,Residential,Semi Detached,1912,4,2,1,0,26.82,5.36,"879,000"
https://www.zolo.ca/ottawa-real-estate/72-banchory-crescent,"72+Banchory+Crescent,Morgans+Grant+Ottawa",45.3513995,-75.9224187,K2K 2V2,48,Residential,Row Unit,1994,3,2,3,1,39.88,12.02,"429,000"
https://www.zolo.ca/ottawa-real-estate/160-marier-street,"160+Marier+Street,Vanier+Ottawa",45.4396766,-75.6656118,K1L 5S1,73,Residential,Semi Detached,2020,4,4,2,1,27.43,6.1,"899,900"
https://www.zolo.ca/ottawa-real-estate/242-rideau-street/1603,"1603+-+242+Rideau+Street,Sandy+Hill+Ottawa",45.4278254,-75.6871333,K1N 0B7,96,Residential,Apartment,2014,1,1,1,1,0,0,"519,000"
https://www.zolo.ca/ottawa-real-estate/105-brae-crescent,"105+Brae+Crescent,Stittsville+South+Ottawa",45.2551044,-75.9199316,K2S 1P1,34,Residential,Detached,1981,4,4,6,2,32.81,20,"625,000"
https://www.zolo.ca/ottawa-real-estate/100-inlet-private/206,"206+-+100+Inlet+Private,Ottawa",45.4996161,-75.4794757,K4A 0S8,3,Residential,Apartment,2009,1,2,1,1,0,0,"429,900"
https://www.zolo.ca/ottawa-real-estate/359-fifth-avenue,"359+Fifth+Avenue,Glebe+Ottawa",45.3980373,-75.6970285,K1S 2N6,57,Residential,Detached,1936,5,3,6,2,31.39,12.19,"1,380,000"
https://www.zolo.ca/ottawa-real-estate/4-ramsgate-private,"4+Ramsgate+Private,Riverside+Park/+Mooney's+Bay+Ottawa",45.3719791,-75.6818948,K1V 8M4,38,Residential,Row Unit,1974,4,3,2,1,0,0,"349,900"
https://www.zolo.ca/ottawa-real-estate/541-bay-street,"541+Bay+Street,Centretown+Ottawa",45.4084579,-75.6981462,K1R 6B6,83,Residential,Row Unit,1903,3,2,2,0,20.12,5.03,"545,000"
https://www.zolo.ca/ottawa-real-estate/214-purchase-crescent,"214+Purchase+Crescent,Traditions+Ottawa",45.2475158,-75.9159626,K2S 2L8,13,Residential,Row Unit,2019,3,3,2,1,30.06,7.4,"575,000"
https://www.zolo.ca/ottawa-real-estate/12-clarendon-avenue,"12+Clarendon+Avenue,Wellington+Village+Ottawa",45.398033,-75.7370361,K1Y 0P2,88,Residential,Detached,1940,4,3,6,1,29.26,15.24,"1,100,000"
https://www.zolo.ca/ottawa-real-estate/6356-mattice-avenue,"6356+Mattice+Avenue,Chateauneuf+Ottawa",45.4548965,-75.5225449,K1C 2G2,52,Residential,Detached,1978,3,4,6,2,30.68,16.76,"689,900"
https://www.zolo.ca/ottawa-real-estate/35-dunoon-place,"35+Dunoon+Place,Glencairn+Ottawa",45.2906196,-75.8890825,K2L 2V7,52,Residential,Detached,1983,3,3,3,1,30.48,10.67,"489,900"
https://www.zolo.ca/ottawa-real-estate/2722-stone-crescent,"2722+Stone+Crescent,Redwood+Park+Ottawa",45.3407321,-75.7945363,K2H 6Z1,34,Residential,Detached,1963,4,2,3,0,30.48,15.24,"600,000"
https://www.zolo.ca/ottawa-real-estate/936-vances-side-road,"936+Vances+Side+Road,West+Carleton+Ottawa",45.4475298,-76.0351851,,�,,2 1/2 Storey,,5,5,,,,,
https://www.zolo.ca/ottawa-real-estate/1384-emerald-gate-avenue,"1384+Emerald+Gate+Avenue,Emerald+Woods+Ottawa",45.3425463,-75.6382424,K1T 1C7,27,Residential,Detached,1958,3,3,8,2,31.58,25.61,"699,000"
https://www.zolo.ca/ottawa-real-estate/202-st-patrick-street/25,"25+-+202+St+Patrick+Street,Lower+Town+Ottawa",45.4302203,-75.6940897,K1N 5K3,94,Residential,Apartment,2012,2,1,0,0,0,0,"424,900"
https://www.zolo.ca/ottawa-real-estate/1980-yorks-corners-road,"1980+Yorks+Corners+Road,Edwards+Ottawa",45.2828091,-75.4453876,K0A 1V0,1,Residential,Detached,,3,2,20,3,122.22,38.1,"389,900"
https://www.zolo.ca/ottawa-real-estate/111-champagne-avenue-south/501,"501+-+111+Champagne+Avenue,West+Centre+Town+Ottawa",45.3986044,-75.7111356,K1S 4P4,79,Residential,Apartment,2015,3,2,1,1,0,0,"525,000"
https://www.zolo.ca/ottawa-real-estate/1611-henri-lauzon-street,"1611+Henri+Lauzon+Street,Chapel+Hill+Ottawa",45.4624321,-75.5315983,K1C 7R7,55,Residential,Row Unit,2005,3,3,3,1,33.84,6.2,"489,900"
https://www.zolo.ca/ottawa-real-estate/333-chapel-street/1103,"1103+-+333+Chapel+Street,Sandy+Hill+Ottawa",45.4263783,-75.6768759,K1N 8Y8,80,Residential,Apartment,1974,2,2,1,0,0,0,"427,500"
https://www.zolo.ca/ottawa-real-estate/211-harcourt-avenue,"211+Harcourt+Avenue,Carlingwood+Ottawa",45.374072,-75.7766943,K2B 5C2,65,Residential,Detached,1962,4,2,3,0,27.43,15.24,"599,999"
https://www.zolo.ca/ottawa-real-estate/1585-botsford-street,"1585+Botsford+Street,Riverview+Park+Ottawa",45.4069277,-75.6391129,K1G 0R2,53,Residential,Detached,1958,3,2,3,0,32.06,15.24,"577,000"
https://www.zolo.ca/ottawa-real-estate/315-levis-street,"315+Levis+Street,Vanier+Ottawa",45.435989,-75.6565637,K1L 6H1,77,Residential,Detached,1955,5,3,3,0,27.16,12.95,"479,000"
https://www.zolo.ca/ottawa-real-estate/315-levis-street,"315+Levis+Street,Vanier+Ottawa",45.435989,-75.6565637,K1L 6H1,77,Residential,Detached,1955,5,3,3,0,27.16,12.95,"479,000"
https://www.zolo.ca/ottawa-real-estate/2024-boisfranc-circle,"2024+Boisfranc+Circle,Avalon+Ottawa",45.4550557,-75.4700953,K4A 4Z6,27,Residential,Row Unit,2005,3,3,3,1,30.98,6.2,"449,900"
https://www.zolo.ca/ottawa-real-estate/1752-bonaventure-terrace,"1752+Bonaventure+Terrace,Convent+Glen+South+Ottawa",45.4719622,-75.5348172,K1C 1W4,42,Residential,Detached,1976,3,2,3,1,35.05,12.19,"474,900"
https://www.zolo.ca/ottawa-real-estate/513-windermere-avenue,"513+Windermere+Avenue,Mckellar+Park+Ottawa",45.3842289,-75.7649411,K2A 2W3,51,Residential,Detached,1950,4,2,2,0,30.48,15.24,"1,150,000"
https://www.zolo.ca/ottawa-real-estate/2327-whitehaven-crescent,"2327+Whitehaven+Crescent,Whitehaven+Ottawa",45.3664914,-75.7767098,K2B 5H2,51,Residential,Detached,1963,4,4,6,2,38.85,18.29,"1,099,000"
https://www.zolo.ca/ottawa-real-estate/10-rosemount-avenue/308,"308+-+10+Rosemount+Avenue,Hintonburg+Ottawa",45.4018172,-75.7263782,K1Y 1P4,90,Residential,Apartment,2016,2,1,1,1,0,0,"535,000"
https://www.zolo.ca/ottawa-real-estate/29-mohawk-crescent,"29+Mohawk+Crescent,Qualicum+Ottawa",45.3439825,-75.8057352,K2H 7G7,33,Residential,Detached,1962,4,4,6,2,38.69,20.4,"995,000"
https://www.zolo.ca/ottawa-real-estate/1942-montmere-avenue,"1942+Montmere+Avenue,Notting+Hill+Ottawa",45.4617535,-75.4518314,K4A 0C9,22,Residential,Detached,2008,3,3,6,2,32,10.8,"599,900"
https://www.zolo.ca/ottawa-real-estate/241-currell-avenue,"241+Currell+Avenue,Westboro-hampton+Park+Ottawa",45.3837023,-75.7436696,K1Z 7J4,67,Residential,Detached,1987,3,3,3,1,15.24,12.19,"699,900"
https://www.zolo.ca/ottawa-real-estate/158-marier-street,"158+Marier+Street,Vanier+Ottawa",45.4396768,-75.665691,K1L 5S1,73,Residential,Semi Detached,2020,4,4,2,1,27.43,6.1,"899,900"
https://www.zolo.ca/ottawa-real-estate/255-bay-street/1211,"1211+-+255+Bay+Street,Centretown+Ottawa",45.4153695,-75.7037667,K1R 0C5,92,Residential,Apartment,2016,1,1,1,1,0,0,"479,900"
https://www.zolo.ca/ottawa-real-estate/3205-uplands-drive/80,"80+-+3205+Uplands+Drive,Hunt+Club+Ottawa",45.3503144,-75.6796084,K1V 9T4,11,Residential,Row Unit,1979,3,3,2,1,0,0,"319,900"
https://www.zolo.ca/ottawa-real-estate/838-giant-cedars-crescent,"838+Giant+Cedars+Crescent,Riverside+South+Ottawa",45.276689,-75.6849283,K1V 1N9,15,Residential,Detached,2000,3,3,5,1,33,13.45,"579,900"
https://www.zolo.ca/ottawa-real-estate/134-portrush-avenue,"134+Portrush+Avenue,Longfields+Ottawa",45.2766892,-75.7379839,K2J 5J1,61,Residential,Detached,2006,4,3,6,2,29.92,10.67,"599,900"
https://www.zolo.ca/ottawa-real-estate/215-felicia-crescent,"215+Felicia+Crescent,Barrhaven+East+Ottawa",45.2716842,-75.7108332,K2G 7G2,35,Residential,Row Unit,2006,3,4,2,1,27,8.11,"479,900"
https://www.zolo.ca/ottawa-real-estate/2570-southvale-crescent/146,"146+-+2570+Southvale+Crescent,Sheffield+Glen+Industrial+Park+Ottawa",45.3969879,-75.6132498,K1B 5B6,38,Residential,Row Unit,1981,3,2,1,0,0,0,"295,000"
https://www.zolo.ca/ottawa-real-estate/3333-mccarthy-road/14,"14+-+3333+Mccarthy+Road,Hunt+Club+Ottawa",45.354222,-75.6730132,K1V 9X5,46,Residential,Row Unit,1985,3,2,1,0,0,0,"333,000"
https://www.zolo.ca/ottawa-real-estate/75-selhurst-avenue,"75+Selhurst+Avenue,Barrhaven+East+Ottawa",45.2835491,-75.7047252,K2G 7C9,13,Residential,Row Unit,2005,3,3,2,1,30,7.87,"499,900"
https://www.zolo.ca/ottawa-real-estate/12-chapleau-avenue,"12+Chapleau+Avenue,Lindenlea+-+New+Edinburgh+Ottawa",45.4424046,-75.6732545,K1M 1E3,81,Multifamily,,1937,,,3,2,30.48,15.24,"1,150,000"
https://www.zolo.ca/ottawa-real-estate/74-laurentian-place,"74+Laurentian+Place,Civic+Hospital+Ottawa",45.3947884,-75.7188898,K1Y 4E2,62,Residential,Detached,1943,3,2,4,3,30.18,11.43,"899,000"
https://www.zolo.ca/ottawa-real-estate/2160-descartes-street,"2160+Descartes+Street,Notting+Hill+Ottawa",45.4581611,-75.4629305,K4A 4C4,23,Residential,Detached,2003,4,4,6,2,32.78,21.7,"599,900"
https://www.zolo.ca/ottawa-real-estate/30-waverley-street,"30+Waverley+Street,Golden+Triangle+Ottawa",45.418053,-75.682014,K1W 1C4,70,Residential,Row Unit,,4,4,2,1,27.12,5.23,"990,000"
https://www.zolo.ca/ottawa-real-estate/200-owl-drive/34,"34+-+200+Owl+Drive,Hunt+Club+Ottawa",45.3537855,-75.6662647,K1V 9P7,38,Residential,Row Unit,1978,3,2,1,0,0,0,"369,900"
https://www.zolo.ca/ottawa-real-estate/99-thistledown-court,"99+Thistledown+Court,Pheasant+Run+Ottawa",45.2818038,-75.7541934,K2J 1J4,55,Residential,Row Unit,1977,3,2,1,0,0,0,"299,900"
